scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
clean_mean_shift_019,clean_mean_shift,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,10.34,,,"The canary shows increased variance, higher maximums, and an upward trend in the metric, indicating instability."
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,0.0,1,0.0,,ai=summary/Marginal;statistical,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,0.0,1,0.0,,ai=summary/Marginal;statistical,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,FAIL,75.0,1,0.0,,ai=summary/Marginal;ai,
clean_mean_shift_019,clean_mean_shift,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,1,2.46,,,AI judge plot/moondream-vlm
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Marginal;statistical,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Marginal;statistical,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:and,hybrid,and,moondream-vlm,FAIL,75.0,1,0.0,,ai=plot/Marginal;ai,
clean_mean_shift_019,clean_mean_shift,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.6,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are slightly higher, but the spread/variance is comparable, indicating stability. "
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,FAIL,0.0,1,0.0,,ai=plot/Marginal;statistical,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,FAIL,0.0,1,0.0,,ai=plot/Marginal;statistical,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,FAIL,75.0,1,0.0,,ai=plot/Marginal;ai,
clean_mean_shift_019,clean_mean_shift,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,8.06,,,"The overall score of the canary is low due to its worse performance in terms of request processing time, which directly impacts user experience and system efficiency. The median duration remains compa"
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_019,clean_mean_shift,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;both,
variance_increase_000,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
variance_increase_000,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.25,,,Canary shows significantly worse tail latency and higher variance compared to control.
variance_increase_000,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,25.0,1,2.89,,,"Canary shows extreme variance and flapping, with many samples below control median."
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_000,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,30.0,1,9.56,,,The canary shows increased standard deviation and significantly worse tail latency metrics compared to the control. This indicates higher variability and potential performance degradation in extreme c
variance_increase_000,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,5.92,,,"The canary shows increased variance and higher maximum request durations compared to control, indicating instability. Despite some lower median values, the presence of significantly higher outliers su"
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_000,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.01,,,"The canary shows higher variance and an upward trend in latency, indicating instability compared to the control. This is concerning despite the similar median values."
variance_increase_000,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,1,3.13,,,"Higher variance and p95 value suggest instability in the canary's performance, leading to a fail verdict."
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_000,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.1,,,Canary shows increased latency and instability compared to control.
variance_increase_000,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,4.54,,,"Canary has higher max value (0.2998 vs 0.2117) and greater spread, indicating instability."
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_000,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,1,13.04,,,"The canary shows higher variability and worse upper quantiles compared to control, indicating instability."
variance_increase_000,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,65.0,1,29.62,,,"The experiment shows a high spread and variability, indicating potential instability."
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_000,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,PASS,100.0,0,2.51,,,<= 60 words
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_000,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.6,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are slightly higher, but the spread/variance is comparable, indicating stability. "
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_000,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,8.02,,,"The canary shows a significantly worse performance compared to the control. The mean duration has decreased, but this is outweighed by an increase in spread/variance and worsening of the tail metrics "
variance_increase_000,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_000,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_001,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
variance_increase_001,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.01,,,Canary shows significantly worse tail latency and higher variance compared to control.
variance_increase_001,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,35.0,1,2.87,,,"Canary shows extreme variability, with many outliers compared to control."
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_001,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,30.0,1,9.68,,,"The canary shows increased variability with a higher standard deviation and significantly worse tail latency metrics compared to the control. The maximum observed value is also substantially higher, i"
variance_increase_001,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,5.82,,,"The canary shows increased variability and higher maximum request durations compared to the control, indicating potential instability despite a lower median. The presence of significantly high outlier"
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_001,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.17,,,"The canary shows increased variability and worse tail metrics compared to the control, indicating potential instability and risk of flapping. The overall score reflects these concerns."
variance_increase_001,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,1,3.29,,,"Higher variance and p95 value in the canary suggest instability compared to the stable control, leading to a fail verdict."
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_001,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.2,,,Canary shows increased latency and instability compared to control.
variance_increase_001,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,4.88,,,"Canary shows significantly higher request durations with a max of 0.3394 vs control's 0.2145, wider spread, and worse p90/p95 values."
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_001,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,1,33.84,,,"The canary shows much higher variability and instability compared to the control, with significant increases in P90, P95, P99, and max values. Additionally, a positive trend is observed, indicating po"
variance_increase_001,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,8.78,,,High variance and extreme values indicate instability.
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_001,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,PASS,100.0,0,2.57,,,AI judge plot/moondream-vlm
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_001,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.42,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90 value is higher than the control."
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_001,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.47,,,"The canary shows a significantly increased variance and maximum duration compared to the control. The p95 value has also worsened from 2096ms in the control to 3148ms in the experiment, indicating pot"
variance_increase_001,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_001,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_002,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.02,,,
variance_increase_002,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.33,,,"Canary shows severe tail latency degradation, exceeding control by 163.4%."
variance_increase_002,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,25.0,1,2.88,,,"Canary shows extreme variability and several high-duration samples, indicating instability."
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_002,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,20.0,1,9.88,,,"The canary shows significantly worse latency metrics (mean, p90, p95, p99, max) compared to control, indicating increased response times and variability. The higher standard deviation suggests greater"
variance_increase_002,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,35.0,1,5.96,,,"The canary shows increased variance with extreme values (e.g., 0.3822, 0.4662) compared to control, indicating instability. The worst-case scenarios are significantly higher in the experiment."
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_002,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.13,,,"The canary shows higher variance, worse tail metrics, and an upward trend compared to the control, indicating instability and potential issues."
variance_increase_002,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,1,3.11,,,Higher variance and p95 value in canary suggest instability compared to stable control metrics.
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_002,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.52,,,Canary shows significantly worse tail latency and higher variance compared to control.
variance_increase_002,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,5.35,,,"Canary shows significantly higher request durations with a max of 0.4662 vs control's 0.2137, p90 of 0.3822 vs 0.2055, and noticeable increase in variance."
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_002,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,10.0,1,17.89,,,The canary shows material instability with higher variance and worse tail metrics.
variance_increase_002,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,11.54,,,"The canary shows high variability with extreme values, indicating potential instability."
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,10.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,10.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_002,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,PASS,100.0,0,2.46,,,AI judge plot/moondream-vlm
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_002,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.55,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90 value is higher than the control, ind"
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_002,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,8.51,,,"The canary shows a significantly worse performance compared to the control. The mean duration has increased from 0.2 seconds in the control group to 0.217 seconds in the experiment, indicating an incr"
variance_increase_002,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_002,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_003,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.04,,,
variance_increase_003,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.34,,,"Canary shows severe tail latency degradation, exceeding control by 126.4%."
variance_increase_003,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,25.0,1,2.9,,,"Canary shows extreme variability, with many samples far from the control's range."
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_003,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,20.0,1,9.56,,,"The canary shows significantly increased spread and worse tail latencies compared to the control. The maximum observed latency is notably higher, indicating instability in performance."
variance_increase_003,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,5.8,,,"The canary shows increased variability with some high outliers, indicating potential instability. The maximum value is significantly higher than the control, suggesting worse tail performance despite "
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_003,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.81,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control on a critical latency metric, indicating instability and potential issues."
variance_increase_003,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,1,3.29,,,"Higher variance and p95 value in the canary suggest instability compared to the stable control, leading to a fail verdict."
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_003,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.15,,,Canary shows increased latency and instability compared to control.
variance_increase_003,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,4.51,,,"Canary shows significantly higher max value (0.3599 vs 0.2148) and variance, indicating instability."
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_003,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,1,12.74,,,"The canary shows much higher variability and worse upper percentiles than the control, indicating instability. The negative slope suggests a downward trend over time, making promotion risky."
variance_increase_003,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,10.8,,,"The canary shows significant variability with high max values and low minima, indicating instability."
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_003,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,PASS,100.0,0,2.51,,,<= 60 words
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
variance_increase_003,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.86,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are similar, but the p95 value is higher for the canary, indicating some instabili"
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_003,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.65,,,"The canary shows a significantly worse performance compared to the control. The mean duration has increased, and there is an upward trend in request durations over time with increasing variance."
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_004,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.04,,,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.06,,,"Canary shows severe tail latency degradation, exceeding control by 30-60%. "
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,25.0,1,2.9,,,"Canary shows much higher variance and worse tail latencies, indicating instability."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
